id,calories,proteins,fat,carbohydrate,name,image,food_cluster,food_category
1227,195.0,13.6,13.6,1.4,Telur asin,https://asset.kompas.com/crops/2pq3Gh9tB33koJG0i3C9Bd65utQ=/0x0:1000x667/750x500/data/photo/2020/07/11/5f0970bc01fd5.jpg,0,Low Carb
1234,328.0,18.4,23.2,12.8,Tempe goreng,https://cnc-magazine.oramiland.com/parenting/original_images/tempeh-tempe-goreng-fried-tempeh-is-indonesia-traditional-food-made-from-.jpeg,1,High protein
1245,240.0,6.0,2.7,49.3,Tempe sayur,https://i.ytimg.com/vi/Z9tgxquQCXw/maxresdefault.jpg,4,Snack
1277,365.0,23.7,22.3,17.5,Teri balado,https://img-global.cpcdn.com/recipes/a1564a82265869c0/1200x630cq80/photo.jpg,1,High protein
1280,285.0,4.3,25.7,9.5,Terong oncom,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/11/01/3283397597.jpg,1,Low Carb
1289,23.0,1.8,0.1,4.9,Terong kukus,https://i1.wp.com/dailymakan.com/wp-content/uploads/2022/02/TERUNG-KUKUS-ALA-KOREA-6.jpg?ssl=1,0,Low Carb
1295,353.0,2.4,1.1,83.4,Tiwul,https://spka7madiun.id/assets/uploads/2022/05/tiwul-700x460.jpeg,4,Snack
1297,392.0,5.4,28.5,28.4,Toge tahu,https://awsimages.detik.net.id/community/media/visual/2021/09/21/resep-tumis-tahu-kuning-dan-tauge.jpeg?w=1200,1,Snack
1298,93.6,4.4,1.8,15.1,Toge goreng,https://www.senibudayabetawi.com/wp-content/uploads/2024/11/55ee220c-cf46-492e-8d45-58bc5fd972b2.webp,0,Healthy
1307,189.0,11.3,15.7,0.6000000000000001,Tumis bandeng,https://img.okezone.com/content/2018/04/26/298/1891625/kacang-panjang-tumis-tauge-dan-bandeng-bumbu-acar-menu-makan-siang-yang-sempurna-fPgLm3B8Js.jpg,0,Low Carb
1308,48.0,1.4,4.2,2.6,Tumis bayam bersantan,https://cdn1-production-images-kly.akamaized.net/4a0ttXDkFeMMNthY5iFfBhug3Ys=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3437424/original/069907400_1619146736-Bobor_Bayam_Jagung.jpg,0,Low Carb
1309,186.0,1.9,0.2,44.3,Ubi cilembu,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/08/22064920/Ini-Kandungan-Nutrisi-Ubi-Cilembu-dan-Manfaatnya-untuk-Kesehatan.jpg,0,Snack
1310,160.0,3.7,1.3,55.3,Ubi jalar goreng,https://i.ytimg.com/vi/MfXu4mWgCiw/maxresdefault.jpg,4,Snack
1311,100.0,0.7000000000000001,0.30000000000000004,23.8,Ubi jalar kukus,https://img-global.cpcdn.com/recipes/96d4a66b6b3523c4/1200x630cq70/photo.jpg,0,Healthy
1335,303.0,6.3,2.7,63.3,Wajit,https://img.freepik.com/premium-photo/wajik-wajit-ngora-is-traditional-indonesian-snack-made-with-steamed-sticky-glutinous-rice-cooked-palm-sugar-coconut-milk-pandan-leaves_511235-8790.jpg,4,Snack
1337,424.0,1.3,10.7,80.7,Widaran,https://blog.tokowahab.com/wp-content/uploads/2024/09/Cara-Membuat-Resep-Kue-Widaran-Manis-Tepung-Ketan-Praktis.jpg,4,Snack
1339,355.0,3.2,15.1,51.4,Wingko babat,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/31022317/Ternyata-Mudah-Ini-Cara-Membuat-Wingko-Babat-untuk-Camilan-.jpg.webp,4,Snack
1341,452.0,14.5,42.3,2.3,Sosis sapi bratwurst,https://www.wikihow.com/images/9/9f/Cook-Sausages-Step-20-Version-6.jpg,1,Low Carb
1344,28.0,0.7000000000000001,0.5,6.3,Wortel rebus,https://png.pngtree.com/thumb_back/fw800/background/20250323/pngtree-steaming-hot-boiled-carrots-closeup-shot-for-healthy-cuisine-garnish-photo-photo-image_68919224.webp,0,Low Carb
1345,254.0,3.0,1.1,58.1,Yangko,https://serikatnews.com/wp-content/uploads/2022/12/yangko-giant.jpg,4,Snack
1346,52.0,3.3,2.5,4.0,Yoghurt,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/08/04071319/Inilah-Alasan-Greek-Yogurt-Menjadi-Cemilan-Sehat.jpg,0,Low Carb
